note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Timur,earthy,116,19049,36,0.3103448275862069,2.149393306916283,,2.0,LIFT_TOP5
Timur,green,116,29755,39,0.33620689655172414,1.4906999113449493,,4.0,LIFT_TOP5
Tincture of Rose,rose,201,25617,130,0.6467661691542289,3.330907627611251,1.0,1.0,P_AND_LIFT_TOP5
Tincture of Rose,floral,201,46586,121,0.6019900497512438,1.7048157657597045,2.0,3.0,P_AND_LIFT_TOP5
Tincture of Rose,woody,201,81432,118,0.5870646766169154,0.9511180222279896,3.0,,P_TOP5
Tincture of Rose,citrus,201,59969,114,0.5671641791044776,1.2477441703088885,4.0,5.0,P_AND_LIFT_TOP5
Tincture of Rose,powdery,201,62885,103,0.5124378109452736,1.0750722811164817,5.0,,P_TOP5
Tincture of Rose,yellow floral,201,6986,29,0.14427860696517414,2.7246888944911856,,2.0,LIFT_TOP5
Tincture of Rose,white floral,201,39497,89,0.4427860696517413,1.4790178031028745,,4.0,LIFT_TOP5
Tobacco,sweet,5072,60625,3688,0.7271293375394322,1.5823533773456047,1.0,,P_TOP5
Tobacco,woody,5072,81432,3532,0.6963722397476341,1.128209912441121,2.0,,P_TOP5
Tobacco,tobacco,5072,4372,3528,0.695583596214511,20.9900146039754,3.0,1.0,P_AND_LIFT_TOP5
Tobacco,warm spicy,5072,45319,2836,0.5591482649842271,1.627759451871601,4.0,,P_TOP5
Tobacco,amber,5072,45478,2408,0.4747634069400631,1.3772711262061332,5.0,,P_TOP5
Tobacco,whiskey,5072,808,433,0.08537066246056782,13.939296408939,,2.0,LIFT_TOP5
Tobacco,cannabis,5072,388,91,0.017941640378548895,6.1006201421184425,,3.0,LIFT_TOP5
Tobacco,rum,5072,1166,213,0.041995268138801264,4.7516601419828906,,4.0,LIFT_TOP5
Tobacco,wine,5072,236,31,0.00611198738170347,3.416756335881944,,5.0,LIFT_TOP5
Tobacco Blossom,white floral,178,39497,116,0.651685393258427,2.1767945396507145,1.0,3.0,P_AND_LIFT_TOP5
Tobacco Blossom,woody,178,81432,115,0.6460674157303371,1.0467098211673957,2.0,,P_TOP5
Tobacco Blossom,sweet,178,60625,109,0.6123595505617978,1.3325953897833893,3.0,,P_TOP5
Tobacco Blossom,warm spicy,178,45319,103,0.5786516853932584,1.6845366591039648,4.0,,P_TOP5
Tobacco Blossom,vanilla,178,34562,89,0.5,1.9085990394074417,5.0,5.0,P_AND_LIFT_TOP5
Tobacco Blossom,cacao,178,2035,40,0.2247191011235955,14.56864423156558,,1.0,LIFT_TOP5
Tobacco Blossom,tobacco,178,4372,64,0.3595505617977528,10.849841175200716,,2.0,LIFT_TOP5
Tobacco Blossom,leather,178,10809,31,0.17415730337078653,2.1256890585352823,,4.0,LIFT_TOP5
Tobacco Leaf,sweet,484,60625,397,0.8202479338842975,1.784994802760501,1.0,,P_TOP5
Tobacco Leaf,tobacco,484,4372,385,0.7954545454545454,24.003732429510105,2.0,1.0,P_AND_LIFT_TOP5
Tobacco Leaf,woody,484,81432,334,0.6900826446280992,1.1180199836155948,3.0,,P_TOP5
Tobacco Leaf,warm spicy,484,45319,272,0.5619834710743802,1.63601313662797,4.0,,P_TOP5
Tobacco Leaf,amber,484,45478,221,0.45661157024793386,1.3246133177098798,5.0,,P_TOP5
Tobacco Leaf,whiskey,484,808,37,0.07644628099173553,12.482126053514442,,2.0,LIFT_TOP5
Tobacco Leaf,cacao,484,2035,59,0.12190082644628099,7.902887485532114,,3.0,LIFT_TOP5
Tobacco Leaf,honey,484,3467,43,0.08884297520661157,3.380748116241207,,4.0,LIFT_TOP5
Tobacco Leaf,cinnamon,484,4259,47,0.09710743801652892,3.0080733264899417,,5.0,LIFT_TOP5
Toffee,sweet,374,60625,353,0.9438502673796791,2.053973868460224,1.0,,P_TOP5
Toffee,powdery,374,62885,236,0.6310160427807486,1.3238442637205083,2.0,,P_TOP5
Toffee,vanilla,374,34562,212,0.5668449197860963,2.1637593387934633,3.0,,P_TOP5
Toffee,woody,374,81432,192,0.5133689839572193,0.831721805352637,4.0,,P_TOP5
Toffee,caramel,374,4008,167,0.446524064171123,14.698083778966131,5.0,1.0,P_AND_LIFT_TOP5
Toffee,chocolate,374,1554,26,0.06951871657754011,5.901933254874431,,2.0,LIFT_TOP5
Toffee,nutty,374,3619,40,0.10695187165775401,3.8989114196760117,,3.0,LIFT_TOP5
Toffee,almond,374,3438,36,0.0962566844919786,3.6937592742951537,,4.0,LIFT_TOP5
Toffee,coconut,374,3269,32,0.0855614973262032,3.4530830046638084,,5.0,LIFT_TOP5
Tolu Balsam,amber,903,45478,785,0.8693244739756367,2.5218782235719637,1.0,2.0,P_AND_LIFT_TOP5
Tolu Balsam,powdery,903,62885,686,0.7596899224806202,1.5937964772659334,2.0,,P_TOP5
Tolu Balsam,warm spicy,903,45319,669,0.7408637873754153,2.156758963534909,3.0,4.0,P_AND_LIFT_TOP5
Tolu Balsam,sweet,903,60625,596,0.6600221483942414,1.436317064538594,4.0,,P_TOP5
Tolu Balsam,woody,903,81432,565,0.6256921373200443,1.0136993279869517,5.0,,P_TOP5
Tolu Balsam,balsamic,903,18162,414,0.4584717607973422,3.3303699703773457,,1.0,LIFT_TOP5
Tolu Balsam,anis,903,1418,21,0.023255813953488372,2.1637091219208187,,3.0,LIFT_TOP5
Tolu Balsam,coffee,903,1815,23,0.02547065337763012,1.851428815488012,,5.0,LIFT_TOP5
Tomato,green,60,29755,57,0.95,4.212182826415728,1.0,1.0,P_AND_LIFT_TOP5
Tomato,aromatic,60,54606,55,0.9166666666666666,2.2146986289662918,2.0,3.0,P_AND_LIFT_TOP5
Tomato,fresh spicy,60,47271,50,0.8333333333333334,2.325774082770973,3.0,2.0,P_AND_LIFT_TOP5
Tomato,woody,60,81432,28,0.4666666666666667,0.756058224449029,4.0,,P_TOP5
Tomato,citrus,60,59969,26,0.43333333333333335,0.9533203266131945,5.0,5.0,P_AND_LIFT_TOP5
Tomato,fruity,60,43222,22,0.36666666666666664,1.119206268412691,,4.0,LIFT_TOP5
Tomato Leaf,aromatic,293,54606,271,0.9249146757679181,2.234626106546193,1.0,5.0,P_AND_LIFT_TOP5
Tomato Leaf,green,293,29755,245,0.8361774744027304,3.7075077868577457,2.0,1.0,P_AND_LIFT_TOP5
Tomato Leaf,fresh spicy,293,47271,245,0.8361774744027304,2.333711878275311,3.0,3.0,P_AND_LIFT_TOP5
Tomato Leaf,woody,293,81432,194,0.6621160409556314,1.0727105963660042,4.0,,P_TOP5
Tomato Leaf,citrus,293,59969,138,0.4709897610921502,1.0361633374057826,5.0,,P_TOP5
Tomato Leaf,herbal,293,8607,47,0.16040955631399317,2.458793164227387,,2.0,LIFT_TOP5
Tomato Leaf,mossy,293,6173,31,0.10580204778156997,2.2612124030167706,,4.0,LIFT_TOP5
Tonka,sweet,1459,60625,1034,0.7087045921864291,1.542258092324216,1.0,,P_TOP5
Tonka,vanilla,1459,34562,906,0.6209732693625771,2.3703779708062265,2.0,,P_TOP5
Tonka,woody,1459,81432,906,0.6209732693625771,1.006054173138383,3.0,,P_TOP5
Tonka,amber,1459,45478,868,0.594928032899246,1.725864272404185,4.0,,P_TOP5
Tonka,warm spicy,1459,45319,757,0.518848526387937,1.510441229646738,5.0,,P_TOP5
Tonka,cherry,1459,1803,60,0.0411240575736806,3.0091497036581707,,1.0,LIFT_TOP5
Tonka,rum,1459,1166,35,0.023989033584647018,2.714299486125627,,2.0,LIFT_TOP5
Tonka,coffee,1459,1815,51,0.03495544893762851,2.5408663241550027,,3.0,LIFT_TOP5
Tonka,almond,1459,3438,93,0.06374228923920494,2.4460500928819973,,4.0,LIFT_TOP5
Tonka,cacao,1459,2035,54,0.037011651816312545,2.3994826654182377,,5.0,LIFT_TOP5
Tonka Bean,sweet,14188,60625,9307,0.6559768818720045,1.4275138973257493,1.0,,P_TOP5
Tonka Bean,woody,14188,81432,9273,0.6535804905553989,1.0588819397653721,2.0,,P_TOP5
Tonka Bean,vanilla,14188,34562,8712,0.6140400338314068,2.343912437456672,3.0,2.0,P_AND_LIFT_TOP5
Tonka Bean,amber,14188,45478,7895,0.5564561601353256,1.6142587890112474,4.0,,P_TOP5
Tonka Bean,aromatic,14188,54606,7722,0.544262757259656,1.3149577988731351,5.0,,P_TOP5
Tonka Bean,almond,14188,3438,875,0.06167183535382013,2.3665983822657037,,1.0,LIFT_TOP5
Tonka Bean,cacao,14188,2035,480,0.03383140682266704,2.193305897844945,,3.0,LIFT_TOP5
Tonka Bean,cinnamon,14188,4259,859,0.060544121793064565,1.875460433942007,,4.0,LIFT_TOP5
Tonka Bean,rum,14188,1166,234,0.016492810826050183,1.866120525112179,,5.0,LIFT_TOP5
Tropical Fruit,fruity,72,43222,62,0.8611111111111112,2.6284389636964716,1.0,2.0,P_AND_LIFT_TOP5
Tropical Fruit,tropical,72,6512,59,0.8194444444444444,16.601551835926838,2.0,1.0,P_AND_LIFT_TOP5
Tropical Fruit,sweet,72,60625,54,0.75,1.6321237113402063,3.0,4.0,P_AND_LIFT_TOP5
Tropical Fruit,powdery,72,62885,41,0.5694444444444444,1.1946697233927892,4.0,,P_TOP5
Tropical Fruit,fresh,72,33478,39,0.5416666666666666,2.134598343190553,5.0,3.0,P_AND_LIFT_TOP5
Tropical Fruit,white floral,72,39497,27,0.375,1.2525951338076309,,5.0,LIFT_TOP5
Tropical Fruits,fruity,364,43222,318,0.8736263736263736,2.666640309854414,1.0,3.0,P_AND_LIFT_TOP5
Tropical Fruits,tropical,364,6512,294,0.8076923076923077,16.363459175959175,2.0,1.0,P_AND_LIFT_TOP5
Tropical Fruits,sweet,364,60625,275,0.7554945054945055,1.6440806616064347,3.0,,P_TOP5
Tropical Fruits,fresh,364,33478,227,0.6236263736263736,2.4575849056851506,4.0,4.0,P_AND_LIFT_TOP5
Tropical Fruits,woody,364,81432,171,0.4697802197802198,0.7611025689606592,5.0,,P_TOP5
Tropical Fruits,coconut,364,3269,42,0.11538461538461539,4.656681648116337,,2.0,LIFT_TOP5
Tropical Fruits,marine,364,4326,25,0.06868131868131869,2.0945738265433134,,5.0,LIFT_TOP5
Truffle,earthy,181,19049,151,0.8342541436464088,5.777896434000247,1.0,2.0,P_AND_LIFT_TOP5
Truffle,woody,181,81432,128,0.7071823204419889,1.1457235919038167,2.0,,P_TOP5
Truffle,warm spicy,181,45319,111,0.6132596685082873,1.7852853784571228,3.0,,P_TOP5
Truffle,sweet,181,60625,98,0.5414364640883977,1.178255054963832,4.0,,P_TOP5
Truffle,floral,181,46586,74,0.4088397790055249,1.157820633756899,5.0,,P_TOP5
Truffle,chocolate,181,1554,25,0.13812154696132597,11.72611048301656,,1.0,LIFT_TOP5
Truffle,animalic,181,18242,54,0.2983425414364641,2.1576763234136997,,3.0,LIFT_TOP5
Truffle,yellow floral,181,6986,20,0.11049723756906077,2.086730683150041,,4.0,LIFT_TOP5
Truffle,patchouli,181,14822,37,0.20441988950276244,1.8195328580555559,,5.0,LIFT_TOP5
Tuberose,white floral,6058,39497,5008,0.8266754704522945,2.7613057907378082,1.0,3.0,P_AND_LIFT_TOP5
Tuberose,tuberose,6058,3931,3791,0.6257840871574777,21.002211808365818,2.0,1.0,P_AND_LIFT_TOP5
Tuberose,woody,6058,81432,3514,0.5800594255529878,0.9397686414825336,3.0,,P_TOP5
Tuberose,sweet,6058,60625,3069,0.506602839220865,1.1024513414995252,4.0,,P_TOP5
Tuberose,powdery,6058,62885,2853,0.47094750742819413,0.9880274255387079,5.0,,P_TOP5
Tuberose,yellow floral,6058,6986,1064,0.17563552327500825,3.31686152099511,,2.0,LIFT_TOP5
Tuberose,animalic,6058,18242,2121,0.35011554968636516,2.53210966287261,,4.0,LIFT_TOP5
Tuberose,coconut,6058,3269,264,0.04357873885770881,1.7587467168851403,,5.0,LIFT_TOP5
Tulip,floral,193,46586,165,0.8549222797927462,2.421111414868351,1.0,5.0,P_AND_LIFT_TOP5
Tulip,green,193,29755,117,0.6062176165803109,2.687894140663432,2.0,3.0,P_AND_LIFT_TOP5
Tulip,woody,193,81432,100,0.5181347150259067,0.8394428842883372,3.0,,P_TOP5
Tulip,powdery,193,62885,91,0.47150259067357514,0.9891919660899223,4.0,,P_TOP5
Tulip,sweet,193,60625,79,0.40932642487046633,0.8907618182789381,5.0,,P_TOP5
Tulip,soft spicy,193,13661,61,0.3160621761658031,3.05234484309746,,1.0,LIFT_TOP5
Tulip,yellow floral,193,6986,31,0.16062176165803108,3.033327943822508,,2.0,LIFT_TOP5
Tulip,ozonic,193,5777,21,0.10880829015544041,2.4848671836952145,,4.0,LIFT_TOP5
Tunisian Neroli,citrus,223,59969,185,0.8295964125560538,1.8250872068655501,1.0,3.0,P_AND_LIFT_TOP5
Tunisian Neroli,woody,223,81432,158,0.7085201793721974,1.1478910902909665,2.0,,P_TOP5
Tunisian Neroli,fresh spicy,223,47271,136,0.6098654708520179,1.7020911673014476,3.0,,P_TOP5
Tunisian Neroli,white floral,223,39497,121,0.5426008968609866,1.812424648020608,4.0,4.0,P_AND_LIFT_TOP5
Tunisian Neroli,aromatic,223,54606,117,0.5246636771300448,1.2676057378999892,5.0,,P_TOP5
Tunisian Neroli,cinnamon,223,4259,22,0.09865470852017937,3.056002745965547,,1.0,LIFT_TOP5
Tunisian Neroli,green,223,29755,114,0.5112107623318386,2.26664546712954,,2.0,LIFT_TOP5
Tunisian Neroli,fresh,223,33478,101,0.452914798206278,1.7848452514294242,,5.0,LIFT_TOP5
Tunisian Orange Blossom,white floral,148,39497,130,0.8783783783783784,2.934006619729586,1.0,3.0,P_AND_LIFT_TOP5
Tunisian Orange Blossom,citrus,148,59969,129,0.8716216216216216,1.9175414054017998,2.0,4.0,P_AND_LIFT_TOP5
Tunisian Orange Blossom,sweet,148,60625,101,0.6824324324324325,1.4850855391473947,3.0,5.0,P_AND_LIFT_TOP5
Tunisian Orange Blossom,woody,148,81432,89,0.6013513513513513,0.9742642177987005,4.0,,P_TOP5
Tunisian Orange Blossom,aromatic,148,54606,73,0.49324324324324326,1.1916928740629433,5.0,,P_TOP5
Tunisian Orange Blossom,tuberose,148,3931,20,0.13513513513513514,4.535329020192923,,1.0,LIFT_TOP5
Tunisian Orange Blossom,yellow floral,148,6986,24,0.16216216216216217,3.0624182728391145,,2.0,LIFT_TOP5
Turkish Rose,rose,1811,25617,1235,0.6819436775262286,3.512075160090383,1.0,2.0,P_AND_LIFT_TOP5
Turkish Rose,woody,1811,81432,1202,0.6637217007178354,1.0753119655136067,2.0,,P_TOP5
Turkish Rose,floral,1811,46586,863,0.47653230259525126,1.3495236054048747,3.0,,P_TOP5
Turkish Rose,amber,1811,45478,845,0.46659304251794587,1.35356920047919,4.0,,P_TOP5
Turkish Rose,powdery,1811,62885,806,0.44505797901711763,0.9337123188634544,5.0,,P_TOP5
Turkish Rose,cherry,1811,1803,95,0.05245720596355605,3.838424394216278,,1.0,LIFT_TOP5
Turkish Rose,oud,1811,8298,291,0.16068470458310327,2.5547280158651255,,3.0,LIFT_TOP5
Turkish Rose,almond,1811,3438,93,0.05135284373274434,1.970616833525585,,4.0,LIFT_TOP5
Turkish Rose,leather,1811,10809,212,0.11706239646604086,1.4288132080455889,,5.0,LIFT_TOP5
Turkish Rose Oil,rose,62,25617,39,0.6290322580645161,3.2395762894348135,1.0,1.0,P_AND_LIFT_TOP5
Turkish Rose Oil,woody,62,81432,38,0.6129032258064516,0.9929796957049459,2.0,,P_TOP5
Turkish Rose Oil,floral,62,46586,37,0.5967741935483871,1.6900446347580542,3.0,2.0,P_AND_LIFT_TOP5
Turkish Rose Oil,powdery,62,62885,31,0.5,1.048978293710742,4.0,5.0,P_AND_LIFT_TOP5
Turkish Rose Oil,citrus,62,59969,29,0.46774193548387094,1.029018218552704,5.0,,P_TOP5
Turkish Rose Oil,amber,62,45478,26,0.41935483870967744,1.2165329141775747,,3.0,LIFT_TOP5
Turkish Rose Oil,warm spicy,62,45319,24,0.3870967741935484,1.1268932990435543,,4.0,LIFT_TOP5
Turmeric,warm spicy,197,45319,178,0.9035532994923858,2.6303710761938803,1.0,2.0,P_AND_LIFT_TOP5
Turmeric,woody,197,81432,146,0.7411167512690355,1.200701603729785,2.0,,P_TOP5
Turmeric,fresh spicy,197,47271,116,0.5888324873096447,1.6433896056940074,3.0,,P_TOP5
Turmeric,aromatic,197,54606,100,0.5076142131979695,1.226413638560014,4.0,,P_TOP5
Turmeric,amber,197,45478,89,0.4517766497461929,1.3105873917282034,5.0,,P_TOP5
Turmeric,earthy,197,19049,86,0.4365482233502538,3.023455672560186,,1.0,LIFT_TOP5
Turmeric,oud,197,8298,31,0.15736040609137056,2.501874954884854,,3.0,LIFT_TOP5
Turmeric,leather,197,10809,32,0.16243654822335024,1.9826305677774632,,4.0,LIFT_TOP5
Turmeric,smoky,197,7407,20,0.10152284263959391,1.808277120216231,,5.0,LIFT_TOP5
Tuscan Iris,powdery,147,62885,127,0.8639455782312925,1.812520317024003,1.0,4.0,P_AND_LIFT_TOP5
Tuscan Iris,woody,147,81432,106,0.7210884353741497,1.1682532331136601,2.0,5.0,P_AND_LIFT_TOP5
Tuscan Iris,iris,147,7451,98,0.6666666666666666,11.804232094126068,3.0,1.0,P_AND_LIFT_TOP5
Tuscan Iris,earthy,147,19049,68,0.46258503401360546,3.2037820115184505,4.0,3.0,P_AND_LIFT_TOP5
Tuscan Iris,violet,147,7614,67,0.4557823129251701,7.897473147388716,5.0,2.0,P_AND_LIFT_TOP5
Vanila,vanilla,380,34562,276,0.7263157894736842,2.7724912361918626,1.0,1.0,P_AND_LIFT_TOP5
Vanila,sweet,380,60625,257,0.6763157894736842,1.4717747151383613,2.0,5.0,P_AND_LIFT_TOP5
Vanila,woody,380,81432,248,0.6526315789473685,1.057344584567815,3.0,,P_TOP5
Vanila,powdery,380,62885,240,0.631578947368421,1.3250252131083056,4.0,,P_TOP5
Vanila,citrus,380,59969,182,0.4789473684210526,1.0536698346777413,5.0,,P_TOP5
Vanila,caramel,380,4008,25,0.06578947368421052,2.1655701754385963,,2.0,LIFT_TOP5
Vanila,cinnamon,380,4259,20,0.05263157894736842,1.6303555319385574,,3.0,LIFT_TOP5
Vanila,patchouli,380,14822,67,0.1763157894736842,1.5693794430753716,,4.0,LIFT_TOP5
Vanilla,vanilla,35628,34562,25290,0.7098349612664197,2.7095806504218145,1.0,1.0,P_AND_LIFT_TOP5
Vanilla,sweet,35628,60625,23111,0.648675199281464,1.4116242316074812,2.0,,P_TOP5
Vanilla,powdery,35628,62885,23052,0.647019198383294,1.3574181894363995,3.0,,P_TOP5
Vanilla,woody,35628,81432,20970,0.5885820141461772,0.9535762983385543,4.0,,P_TOP5
Vanilla,citrus,35628,59969,14450,0.4055798809924778,0.8922635644972836,5.0,,P_TOP5
Vanilla,caramel,35628,4008,2268,0.06365779723812731,2.095402492421691,,2.0,LIFT_TOP5
Vanilla,almond,35628,3438,1656,0.04648029639609296,1.783637435583637,,3.0,LIFT_TOP5
Vanilla,chocolate,35628,1554,722,0.020264960143707197,1.7204351298322331,,4.0,LIFT_TOP5
Vanilla,cacao,35628,2035,928,0.026046929381385427,1.68863459129542,,5.0,LIFT_TOP5
Vanilla Absolute,vanilla,588,34562,459,0.7806122448979592,2.9797515615238632,1.0,4.0,P_AND_LIFT_TOP5
Vanilla Absolute,sweet,588,60625,434,0.7380952380952381,1.6062169857633775,2.0,,P_TOP5
Vanilla Absolute,powdery,588,62885,374,0.6360544217687075,1.3344145641082226,3.0,,P_TOP5
Vanilla Absolute,woody,588,81432,353,0.6003401360544217,0.9726259228517028,4.0,,P_TOP5
Vanilla Absolute,amber,588,45478,288,0.4897959183673469,1.4208798872026933,5.0,,P_TOP5
Vanilla Absolute,rum,588,1166,22,0.03741496598639456,4.233410345270183,,1.0,LIFT_TOP5
Vanilla Absolute,cacao,588,2035,32,0.05442176870748299,3.5281886710458137,,2.0,LIFT_TOP5
Vanilla Absolute,almond,588,3438,52,0.08843537414965986,3.393623883526651,,3.0,LIFT_TOP5
Vanilla Absolute,coffee,588,1815,22,0.03741496598639456,2.719645433931148,,5.0,LIFT_TOP5
Vanilla Bean,vanilla,469,34562,386,0.8230277185501066,3.1416598260608635,1.0,5.0,P_AND_LIFT_TOP5
Vanilla Bean,sweet,469,60625,366,0.7803837953091685,1.6982438616930078,2.0,,P_TOP5
Vanilla Bean,powdery,469,62885,303,0.6460554371002132,1.3553962601038583,3.0,,P_TOP5
Vanilla Bean,woody,469,81432,232,0.4946695095948827,0.8014263238143835,4.0,,P_TOP5
Vanilla Bean,fruity,469,43222,178,0.3795309168443497,1.1584728577871235,5.0,,P_TOP5
Vanilla Bean,coffee,469,1815,27,0.057569296375266525,4.1846376147597315,,1.0,LIFT_TOP5
Vanilla Bean,coconut,469,3269,41,0.08742004264392324,3.5280900048983765,,2.0,LIFT_TOP5
Vanilla Bean,lactonic,469,7015,86,0.18336886993603413,3.448589452695792,,3.0,LIFT_TOP5
Vanilla Bean,caramel,469,4008,49,0.1044776119402985,3.439054726368159,,4.0,LIFT_TOP5
Vanilla Flower,vanilla,155,34562,124,0.8,3.053758463051907,1.0,1.0,P_AND_LIFT_TOP5
Vanilla Flower,sweet,155,60625,115,0.7419354838709677,1.6145739940139674,2.0,3.0,P_AND_LIFT_TOP5
Vanilla Flower,powdery,155,62885,115,0.7419354838709677,1.5565484358288426,3.0,4.0,P_AND_LIFT_TOP5
Vanilla Flower,woody,155,81432,92,0.5935483870967742,0.9616224421563687,4.0,,P_TOP5
Vanilla Flower,amber,155,45478,63,0.4064516129032258,1.1791011322028802,5.0,,P_TOP5
Vanilla Flower,balsamic,155,18162,45,0.2903225806451613,2.1089229195306753,,2.0,LIFT_TOP5
Vanilla Flower,soft spicy,155,13661,24,0.15483870967741936,1.495342285904541,,5.0,LIFT_TOP5
Vanilla Orchid,sweet,496,60625,450,0.907258064516129,1.9743431992018623,1.0,,P_TOP5
Vanilla Orchid,floral,496,46586,400,0.8064516129032258,2.2838441010243975,2.0,4.0,P_AND_LIFT_TOP5
Vanilla Orchid,powdery,496,62885,359,0.7237903225806451,1.518480675169985,3.0,,P_TOP5
Vanilla Orchid,woody,496,81432,256,0.5161290322580645,0.8361934279620598,4.0,,P_TOP5
Vanilla Orchid,fruity,496,43222,231,0.4657258064516129,1.4215724780241843,5.0,,P_TOP5
Vanilla Orchid,lactonic,496,7015,125,0.25201612903225806,4.739627641229623,,1.0,LIFT_TOP5
Vanilla Orchid,coconut,496,3269,50,0.10080645161290322,4.068337461391962,,2.0,LIFT_TOP5
Vanilla Orchid,tropical,496,6512,70,0.14112903225806453,2.8592065764444796,,3.0,LIFT_TOP5
Vanilla Orchid,caramel,496,4008,34,0.06854838709677419,2.2563844086021505,,5.0,LIFT_TOP5
Vanilla Pod,vanilla,96,34562,79,0.8229166666666666,3.141235919024748,1.0,1.0,P_AND_LIFT_TOP5
Vanilla Pod,sweet,96,60625,72,0.75,1.6321237113402063,2.0,3.0,P_AND_LIFT_TOP5
Vanilla Pod,powdery,96,62885,72,0.75,1.5734674405661127,3.0,4.0,P_AND_LIFT_TOP5
Vanilla Pod,woody,96,81432,53,0.5520833333333334,0.894443881602646,4.0,,P_TOP5
Vanilla Pod,warm spicy,96,45319,43,0.4479166666666667,1.3039485830078628,5.0,5.0,P_AND_LIFT_TOP5
Vanilla Pod,balsamic,96,18162,34,0.3541666666666667,2.5726906911867267,,2.0,LIFT_TOP5
Vanilla Sugar,sweet,87,60625,80,0.9195402298850575,2.0010712169688354,1.0,5.0,P_AND_LIFT_TOP5
Vanilla Sugar,powdery,87,62885,74,0.8505747126436781,1.78446882148494,2.0,,P_TOP5
Vanilla Sugar,vanilla,87,34562,72,0.8275862068965517,3.159060479019214,3.0,2.0,P_AND_LIFT_TOP5
Vanilla Sugar,fruity,87,43222,40,0.45977011494252873,1.4033934400159136,4.0,,P_TOP5
Vanilla Sugar,woody,87,81432,35,0.40229885057471265,0.6517743314215768,5.0,,P_TOP5
Vanilla Sugar,lactonic,87,7015,22,0.25287356321839083,4.755753270905531,,1.0,LIFT_TOP5
Vanilla Sugar,soft spicy,87,13661,23,0.26436781609195403,2.5531107515563645,,3.0,LIFT_TOP5
Vanilla Sugar,balsamic,87,18162,27,0.3103448275862069,2.2543658794983084,,4.0,LIFT_TOP5
Vanille,vanilla,2033,34562,1463,0.719626168224299,2.7469556268107107,1.0,1.0,P_AND_LIFT_TOP5
Vanille,powdery,2033,62885,1427,0.7019183472700443,1.47259422048719,2.0,,P_TOP5
Vanille,sweet,2033,60625,1353,0.6655189375307428,1.448278984386489,3.0,,P_TOP5
Vanille,woody,2033,81432,1187,0.5838662075750123,0.9459361033177544,4.0,,P_TOP5
Vanille,citrus,2033,59969,894,0.4397442203639941,0.9674240856546172,5.0,,P_TOP5
Vanille,chocolate,2033,1554,49,0.024102311854402363,2.0462149311140947,,2.0,LIFT_TOP5
Vanille,yellow floral,2033,6986,205,0.10083620265617314,1.9042828823974982,,3.0,LIFT_TOP5
Vanille,anis,2033,1418,39,0.019183472700442697,1.784820559498875,,4.0,LIFT_TOP5
Vanille,cinnamon,2033,4259,107,0.05263157894736842,1.6303555319385574,,5.0,LIFT_TOP5
Vanillin,woody,63,81432,42,0.6666666666666666,1.0800831777843272,1.0,5.0,P_AND_LIFT_TOP5
Vanillin,sweet,63,60625,35,0.5555555555555556,1.2089805269186713,2.0,2.0,P_AND_LIFT_TOP5
Vanillin,amber,63,45478,33,0.5238095238095238,1.5195521015917692,3.0,1.0,P_AND_LIFT_TOP5
Vanillin,citrus,63,59969,31,0.49206349206349204,1.0825249130039938,4.0,4.0,P_AND_LIFT_TOP5
Vanillin,aromatic,63,54606,28,0.4444444444444444,1.0737932746503234,5.0,,P_TOP5
Vanillin,warm spicy,63,45319,25,0.3968253968253968,1.1552146914798342,,3.0,LIFT_TOP5
Velvet,musky,184,41154,163,0.8858695652173914,2.839888509965749,1.0,1.0,P_AND_LIFT_TOP5
Velvet,powdery,184,62885,161,0.875,1.8357120139937981,2.0,2.0,P_AND_LIFT_TOP5
Velvet,sweet,184,60625,84,0.45652173913043476,0.9934666069027343,3.0,,P_TOP5
Velvet,citrus,184,59969,82,0.44565217391304346,0.9804214061322988,4.0,,P_TOP5
Velvet,woody,184,81432,75,0.4076086956521739,0.660376942938787,5.0,,P_TOP5
Velvet,rose,184,25617,50,0.2717391304347826,1.3994825107647606,,3.0,LIFT_TOP5
Velvet,leather,184,10809,20,0.10869565217391304,1.3266923296608704,,4.0,LIFT_TOP5
Velvet,animalic,184,18242,29,0.15760869565217392,1.1398594023347937,,5.0,LIFT_TOP5
Verbena,citrus,439,59969,399,0.908883826879271,1.9995171385246082,1.0,4.0,P_AND_LIFT_TOP5
Verbena,aromatic,439,54606,385,0.876993166287016,2.1188460687149036,2.0,3.0,P_AND_LIFT_TOP5
Verbena,fresh spicy,439,47271,308,0.7015945330296127,1.958100457840892,3.0,,P_TOP5
Verbena,woody,439,81432,282,0.642369020501139,1.0407179594596137,4.0,,P_TOP5
Verbena,herbal,439,8607,198,0.4510250569476082,6.9134118465316545,5.0,1.0,P_AND_LIFT_TOP5
Verbena,conifer,439,1828,40,0.09111617312072894,6.576015711060048,,2.0,LIFT_TOP5
Verbena,lavender,439,8336,55,0.1252847380410023,1.9828233552962369,,5.0,LIFT_TOP5
Vetiver,woody,17674,81432,15494,0.876654973407265,1.4202904342472302,1.0,,P_TOP5
Vetiver,aromatic,17674,54606,14073,0.7962543849722756,1.923778357861633,2.0,2.0,P_AND_LIFT_TOP5
Vetiver,citrus,17674,59969,9700,0.5488287880502433,1.20740686033565,3.0,,P_TOP5
