raw_note,canonical_note,relation,evidence_source,reason,manual_review_required
Plastic Bag,Plastic Bag,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Play-Doh,Play-Doh,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Poinsettia,Poinsettia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Porcelain,Porcelain,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Powder From The Moon,Powder From The Moon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Purple Coneflower,Purple Coneflower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
"Quandong, desert peach","Quandong, desert peach",CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Quenepa,Quenepa,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rainbow Sorbet,Rainbow Sorbet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Raki,Raki,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rangpur,Rangpur,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Raspberry Macaron,Raspberry Macaron,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ravenala,Ravenala,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red Currant Blossom,Red Currant Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red Paprika,Red Paprika,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red Vanill-Orchid,Red Vanill-Orchid,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red Willow,Red Willow,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Redwood Flower,Redwood Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rhodinol,Rhodinol,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Romandolide®,Romandolide®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Romanian Sage,Romanian Sage,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rose Japanese (Hamanasu),Rose Japanese (Hamanasu),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Roselle,Roselle,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rosewood Leaf,Rosewood Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rowanberry,Rowanberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
SP3 Carbon,SP3 Carbon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Salak,Salak,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Salted Butter,Salted Butter,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Salted Egg Yolk,Salted Egg Yolk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
SandaloreTM,SandaloreTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sauce-aroma Baijiu,Sauce-aroma Baijiu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Saw palmetto,Saw palmetto,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sherry,Sherry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
"Sideritis, Mountain Tea","Sideritis, Mountain Tea",CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Silverthorn,Silverthorn,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Siren,Siren,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Snow Lotus,Snow Lotus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sodium Silicate,Sodium Silicate,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sophora Toromiro Flower,Sophora Toromiro Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Space Ship,Space Ship,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Speculoos,Speculoos,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Spiked Pepper,Spiked Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Spiraea,Spiraea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Stardust,Stardust,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Strawberry S’mores,Strawberry S’mores,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sundew,Sundew,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sweet Milk,Sweet Milk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
T-Shirt accord,T-Shirt accord,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tamanu,Tamanu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tamarisk,Tamarisk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tamboti Wood,Tamboti Wood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tartine,Tartine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Terracotta,Terracotta,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ti Leaf (Cordilyne),Ti Leaf (Cordilyne),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tomato Flower,Tomato Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tonalide®,Tonalide®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Trillium,Trillium,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Trimofix®,Trimofix®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tropicalone,Tropicalone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tuberolide,Tuberolide,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tumbleweed,Tumbleweed,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Turpentine,Turpentine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
UltravanilTM,UltravanilTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Vanilla Leaves,Vanilla Leaves,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Verdox,Verdox,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Vinegar,Vinegar,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Vinyl Guaiacol,Vinyl Guaiacol,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Vitamin C,Vitamin C,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Royal Lily,White Royal Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wine must,Wine must,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Winter Daphne,Winter Daphne,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wrightia,Wrightia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yunnan Tea,Yunnan Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Z11TM,Z11TM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Zinnia,Zinnia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wintermelon,Wintermelon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Abelia,Abelia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Acerola Blossom,Acerola Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Acronychia pedunculata,Acronychia pedunculata,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Advocaat,Advocaat,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Akashic Acord,Akashic Acord,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Akebia fruit,Akebia fruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Albizia,Albizia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Aldambre,Aldambre,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Almaciga,Almaciga,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Almdudler,Almdudler,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Alpinia,Alpinia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Alstroemeria,Alstroemeria,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Amarula,Amarula,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
AmbreXolide,AmbreXolide,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Amethyst Flower,Amethyst Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Andiroba,Andiroba,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Angel's Trumpet,Angel's Trumpet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
AquafloraTM,AquafloraTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Arbutus,Arbutus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Asian Clintonia,Asian Clintonia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Astragalus,Astragalus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Australian Oud,Australian Oud,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Azarbre,Azarbre,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Baba (Italian dessert),Baba (Italian dessert),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bagas de Zimbro,Bagas de Zimbro,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Barnyard,Barnyard,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Barrenwort,Barrenwort,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Batida,Batida,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Beachheather,Beachheather,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
BigaraneTM,BigaraneTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Biryani,Biryani,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bisabolene,Bisabolene,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bitter melon,Bitter melon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Black Sapote,Black Sapote,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Black locust leaf,Black locust leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blue Bugle,Blue Bugle,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blue Pea Flower,Blue Pea Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blueberry Leaf,Blueberry Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bohea (Wuyi Tea),Bohea (Wuyi Tea),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bourgeonal,Bourgeonal,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Breadnut,Breadnut,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Brick,Brick,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bulletwood Tree,Bulletwood Tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Butomus umbellatus,Butomus umbellatus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cabernet Grape,Cabernet Grape,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cacao Absolute,Cacao Absolute,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Calafate,Calafate,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Californian Fig,Californian Fig,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Campion Flower,Campion Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Candlenut,Candlenut,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cangzhu,Cangzhu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Canna flower,Canna flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cannoli,Cannoli,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Carum,Carum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cashew Flower,Cashew Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cassowary fruit,Cassowary fruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cauliflower,Cauliflower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cedar Roots,Cedar Roots,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cedramber,Cedramber,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cereal,Cereal,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ceylon Spices,Ceylon Spices,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chai Hu,Chai Hu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chayote,Chayote,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cherry Milk,Cherry Milk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chhaang,Chhaang,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chia Seed,Chia Seed,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
China Fruits,China Fruits,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Apricot,Chinese Apricot,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Choux Pastry,Choux Pastry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cider Apple,Cider Apple,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Citrus Japonica,Citrus Japonica,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Clarycet,Clarycet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coal Tar Pitch,Coal Tar Pitch,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coriander iandaldehydes,Coriander iandaldehydes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
CosmofruitTM (IFF),CosmofruitTM (IFF),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Count's Fruit,Count's Fruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Crimson Fruits,Crimson Fruits,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Crustaceans,Crustaceans,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Crystalfizz,Crystalfizz,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Culantro,Culantro,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Curcuma (Turmeric),Curcuma (Turmeric),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cyclopidene,Cyclopidene,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cyperus Scariosus,Cyperus Scariosus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Czech Christmas Cookies (Linecké),Czech Christmas Cookies (Linecké),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Damiana,Damiana,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Danish pastry,Danish pastry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dartanol®,Dartanol®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ditax wood,Ditax wood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Diving Suit,Diving Suit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dodecanal,Dodecanal,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dogwood Blossom,Dogwood Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dorayaki,Dorayaki,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dove tree,Dove tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dragibus,Dragibus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Duck Poo Oolong (Ya Shi Xiang),Duck Poo Oolong (Ya Shi Xiang),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ducke,Ducke,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Earth Tincture,Earth Tincture,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Eustoma | Lisianthus,Eustoma | Lisianthus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Factor X,Factor X,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
False Cypress,False Cypress,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fermented tea,Fermented tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Filbertone,Filbertone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flamingo flower,Flamingo flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flamingo flower (Anthurium),Flamingo flower (Anthurium),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Floratta DNA,Floratta DNA,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flower Prism,Flower Prism,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flowering Gourd,Flowering Gourd,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fo Ti (Ho Shou Wu),Fo Ti (Ho Shou Wu),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fougassette,Fougassette,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fringed Pink,Fringed Pink,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
FrostwoodTM,FrostwoodTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gaharu Buaya,Gaharu Buaya,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gajumaru Banyan,Gajumaru Banyan,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gelatin,Gelatin,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Genipapo,Genipapo,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Georgian Apricot,Georgian Apricot,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Geranium macrorrhizum (Zdravetz),Geranium macrorrhizum (Zdravetz),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ghost Pepper,Ghost Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gingergrass,Gingergrass,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Goat Hair,Goat Hair,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Goldwasser,Goldwasser,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grapefruit Soda,Grapefruit Soda,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grease,Grease,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Great Burnet,Great Burnet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Banana,Green Banana,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Orchid,Green Orchid,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Pepper,Green Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grevillea,Grevillea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gromwell,Gromwell,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Guao or Maiden Plum,Guao or Maiden Plum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
