fragrantica_id,brand,name,note,note_type,rank
37602,Nishane,Hundred Silent Ways,Orris,middle,6
37602,Nishane,Hundred Silent Ways,Vanilla,base,7
37602,Nishane,Hundred Silent Ways,Sandalwood,base,8
37602,Nishane,Hundred Silent Ways,Vetiver,base,9
75969,Jimmy Choo,I Want Choo Forever,Bitter Almond,top,1
75969,Jimmy Choo,I Want Choo Forever,Rose,top,2
75969,Jimmy Choo,I Want Choo Forever,Cherry,middle,3
75969,Jimmy Choo,I Want Choo Forever,Jasmine,middle,4
75969,Jimmy Choo,I Want Choo Forever,Vetiver,middle,5
75969,Jimmy Choo,I Want Choo Forever,Vanilla,base,6
75969,Jimmy Choo,I Want Choo Forever,Tonka Bean,base,7
75969,Jimmy Choo,I Want Choo Forever,Amber,base,8
75969,Jimmy Choo,I Want Choo Forever,Oakmoss,base,9
64093,Nishane,Nanshe,Carrot Seeds,top,1
64093,Nishane,Nanshe,Cardamom,top,2
64093,Nishane,Nanshe,Yuzu,top,3
64093,Nishane,Nanshe,Bergamot,top,4
64093,Nishane,Nanshe,Rose,middle,5
64093,Nishane,Nanshe,Floral Notes,middle,6
64093,Nishane,Nanshe,Water Fruit,middle,7
64093,Nishane,Nanshe,Ylang-Ylang,middle,8
64093,Nishane,Nanshe,Jasmine Sambac,middle,9
64093,Nishane,Nanshe,Powdery Notes,base,10
64093,Nishane,Nanshe,Orris,base,11
64093,Nishane,Nanshe,Musk,base,12
64093,Nishane,Nanshe,Sandalwood,base,13
64093,Nishane,Nanshe,Patchouli,base,14
109564,Sennok,Slow September,Woody Notes,top,1
109564,Sennok,Slow September,Floral Notes,middle,2
109564,Sennok,Slow September,Vetiver,base,3
109564,Sennok,Slow September,Musk,base,4
109564,Sennok,Slow September,Frankincense,base,5
95156,Jimmy Choo,I Want Choo Le Parfum,Pear,top,1
95156,Jimmy Choo,I Want Choo Le Parfum,Blackberry,top,2
95156,Jimmy Choo,I Want Choo Le Parfum,Gardenia,top,3
95156,Jimmy Choo,I Want Choo Le Parfum,Patchouli,middle,4
95156,Jimmy Choo,I Want Choo Le Parfum,Jasmine,middle,5
95156,Jimmy Choo,I Want Choo Le Parfum,Ambrette,middle,6
95156,Jimmy Choo,I Want Choo Le Parfum,Praline,base,7
95156,Jimmy Choo,I Want Choo Le Parfum,Sandalwood,base,8
95156,Jimmy Choo,I Want Choo Le Parfum,Moss,base,9
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Cardamom,top,1
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Nutmeg,top,2
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Musk,middle,3
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Vetiver,base,4
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Cedar,base,5
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Ebony Wood,base,6
31247,Narciso Rodriguez,Narciso Rodriguez for Him Bleu Noir,Amber,base,7
1000,Burberry,Weekend for Women,Mignonette,top,1
1000,Burberry,Weekend for Women,Mandarin Orange,top,2
1000,Burberry,Weekend for Women,Sage,top,3
1000,Burberry,Weekend for Women,Nectarine,middle,4
1000,Burberry,Weekend for Women,Blue Hyacinth,middle,5
1000,Burberry,Weekend for Women,Peach Blossom,middle,6
1000,Burberry,Weekend for Women,Rose Hip,middle,7
1000,Burberry,Weekend for Women,Iris,middle,8
1000,Burberry,Weekend for Women,Red Cyclamen,middle,9
1000,Burberry,Weekend for Women,Violet Root,middle,10
1000,Burberry,Weekend for Women,Musk,base,11
1000,Burberry,Weekend for Women,Sandalwood,base,12
1000,Burberry,Weekend for Women,Cedar,base,13
103276,Essential Parfums,Velvet Iris,Buchu or Agathosma,top,1
103276,Essential Parfums,Velvet Iris,Pink Pepper,top,2
103276,Essential Parfums,Velvet Iris,Tamarind,top,3
103276,Essential Parfums,Velvet Iris,Orris,middle,4
103276,Essential Parfums,Velvet Iris,Iris,middle,5
103276,Essential Parfums,Velvet Iris,Galbanum,middle,6
103276,Essential Parfums,Velvet Iris,Mastic or Lentisque,middle,7
103276,Essential Parfums,Velvet Iris,Saffiano Leather,base,8
103276,Essential Parfums,Velvet Iris,Sandalwood,base,9
103276,Essential Parfums,Velvet Iris,Labdanum,base,10
111273,Chloé,Chloé Le Parfum,Orange Blossom,top,1
111273,Chloé,Chloé Le Parfum,Rose,middle,2
111273,Chloé,Chloé Le Parfum,Vanilla,base,3
111273,Chloé,Chloé Le Parfum,Tonka,base,4
57088,Essential Parfums,Divine Vanille,Cinnamon,top,1
57088,Essential Parfums,Divine Vanille,Black Pepper,top,2
57088,Essential Parfums,Divine Vanille,Clary Sage,top,3
57088,Essential Parfums,Divine Vanille,Incense,middle,4
57088,Essential Parfums,Divine Vanille,Osmanthus,middle,5
57088,Essential Parfums,Divine Vanille,Pomarose,middle,6
57088,Essential Parfums,Divine Vanille,Madagascar Vanilla,base,7
57088,Essential Parfums,Divine Vanille,Tonka Bean,base,8
57088,Essential Parfums,Divine Vanille,Siam Benzoin,base,9
57088,Essential Parfums,Divine Vanille,Patchouli,base,10
57088,Essential Parfums,Divine Vanille,Texas Cedar,base,11
57088,Essential Parfums,Divine Vanille,Musk,base,12
50787,Essential Parfums,Rose Magnetic,Turkish Rose,flat,1
50787,Essential Parfums,Rose Magnetic,Rose,flat,2
50787,Essential Parfums,Rose Magnetic,Litchi,flat,3
50787,Essential Parfums,Rose Magnetic,Grapefruit,flat,4
50787,Essential Parfums,Rose Magnetic,Vanilla,flat,5
50787,Essential Parfums,Rose Magnetic,Mint,flat,6
50787,Essential Parfums,Rose Magnetic,Tonka Bean,flat,7
50787,Essential Parfums,Rose Magnetic,Cedar,flat,8
72,Kenzo,Flower by Kenzo,Bulgarian Rose,top,1
72,Kenzo,Flower by Kenzo,Hawthorn,top,2
72,Kenzo,Flower by Kenzo,Black Currant,top,3
72,Kenzo,Flower by Kenzo,Mandarin Orange,top,4
72,Kenzo,Flower by Kenzo,Parma Violet,middle,5
72,Kenzo,Flower by Kenzo,Rose,middle,6
72,Kenzo,Flower by Kenzo,Opoponax,middle,7
72,Kenzo,Flower by Kenzo,Jasmine,middle,8
72,Kenzo,Flower by Kenzo,White Musk,base,9
72,Kenzo,Flower by Kenzo,Vanilla,base,10
72,Kenzo,Flower by Kenzo,Incense,base,11
50788,Essential Parfums,Mon Vetiver,Haitian Vetiver,flat,1
50788,Essential Parfums,Mon Vetiver,Lime,flat,2
50788,Essential Parfums,Mon Vetiver,Gin,flat,3
50788,Essential Parfums,Mon Vetiver,Juniper,flat,4
50788,Essential Parfums,Mon Vetiver,Lavender,flat,5
50788,Essential Parfums,Mon Vetiver,Cashmeran,flat,6
50788,Essential Parfums,Mon Vetiver,Patchouli,flat,7
50788,Essential Parfums,Mon Vetiver,Gentiana,flat,8
68367,Ariana Grande,Thank U Next 2.0,Apple juice,top,1
68367,Ariana Grande,Thank U Next 2.0,Wild Strawberry,top,2
68367,Ariana Grande,Thank U Next 2.0,Pomegranate,top,3
68367,Ariana Grande,Thank U Next 2.0,White Orchid,middle,4
68367,Ariana Grande,Thank U Next 2.0,Jasmine,middle,5
68367,Ariana Grande,Thank U Next 2.0,Marshmallow,base,6
68367,Ariana Grande,Thank U Next 2.0,Musk,base,7
68367,Ariana Grande,Thank U Next 2.0,Sandalwood,base,8
815,Burberry,Touch for Men,Violet Leaf,top,1
815,Burberry,Touch for Men,Artemisia,top,2
815,Burberry,Touch for Men,Mandarin Orange,top,3
815,Burberry,Touch for Men,White Pepper,middle,4
815,Burberry,Touch for Men,Cedar,middle,5
815,Burberry,Touch for Men,Nutmeg,middle,6
815,Burberry,Touch for Men,White Musk,base,7
815,Burberry,Touch for Men,Tonka Bean,base,8
815,Burberry,Touch for Men,Vetiver,base,9
85144,Essential Parfums,Patchouli Mania,Hazelnut,top,1
85144,Essential Parfums,Patchouli Mania,Davana,top,2
85144,Essential Parfums,Patchouli Mania,Coriander,top,3
85144,Essential Parfums,Patchouli Mania,Cacao,middle,4
85144,Essential Parfums,Patchouli Mania,Tea,middle,5
85144,Essential Parfums,Patchouli Mania,Clearwood,middle,6
85144,Essential Parfums,Patchouli Mania,Patchouli,base,7
85144,Essential Parfums,Patchouli Mania,Vetiver,base,8
85144,Essential Parfums,Patchouli Mania,Cetalox,base,9
90834,Essential Parfums,Néroli Botanica,Ginger,top,1
90834,Essential Parfums,Néroli Botanica,Pink Pepper,top,2
90834,Essential Parfums,Néroli Botanica,Black Pepper,top,3
90834,Essential Parfums,Néroli Botanica,Turmeric,top,4
90834,Essential Parfums,Néroli Botanica,Neroli,middle,5
90834,Essential Parfums,Néroli Botanica,Jasmine,middle,6
90834,Essential Parfums,Néroli Botanica,Orange Blossom,middle,7
90834,Essential Parfums,Néroli Botanica,Vetiver,base,8
90834,Essential Parfums,Néroli Botanica,Sandalwood,base,9
90834,Essential Parfums,Néroli Botanica,Benzoin,base,10
57384,Montale,Arabians Tonka,Saffron,top,1
57384,Montale,Arabians Tonka,Bergamot,top,2
57384,Montale,Arabians Tonka,Agarwood (Oud),middle,3
57384,Montale,Arabians Tonka,Bulgarian Rose,middle,4
57384,Montale,Arabians Tonka,Tonka Bean,base,5
57384,Montale,Arabians Tonka,Sugar Cane,base,6
57384,Montale,Arabians Tonka,Amber,base,7
57384,Montale,Arabians Tonka,White Musk,base,8
57384,Montale,Arabians Tonka,Oakmoss,base,9
46623,John Varvatos,Artisan Pure,Clementine,top,1
46623,John Varvatos,Artisan Pure,Lemon,top,2
46623,John Varvatos,Artisan Pure,Mandarin Orange,top,3
46623,John Varvatos,Artisan Pure,Bergamot,top,4
46623,John Varvatos,Artisan Pure,Thyme,top,5
46623,John Varvatos,Artisan Pure,Marjoram,top,6
46623,John Varvatos,Artisan Pure,Petitgrain,middle,7
46623,John Varvatos,Artisan Pure,Ginger,middle,8
46623,John Varvatos,Artisan Pure,Woody Notes,base,9
46623,John Varvatos,Artisan Pure,Musk,base,10
46623,John Varvatos,Artisan Pure,Orris Root,base,11
46623,John Varvatos,Artisan Pure,Amber,base,12
108587,Yugen,Inspire,Melon,top,1
108587,Yugen,Inspire,Tropical Fruits,top,2
108587,Yugen,Inspire,Watermelon,middle,3
108587,Yugen,Inspire,Lily,middle,4
108587,Yugen,Inspire,Freesia,middle,5
108587,Yugen,Inspire,Cotton Candy,base,6
108587,Yugen,Inspire,Orchid,base,7
108587,Yugen,Inspire,Vanilla,base,8
84224,Ex Nihilo,Blue Talisman,Pear,top,1
84224,Ex Nihilo,Blue Talisman,Bergamot,top,2
84224,Ex Nihilo,Blue Talisman,Mandarin Orange,top,3
84224,Ex Nihilo,Blue Talisman,Ginger,top,4
84224,Ex Nihilo,Blue Talisman,Orange Blossom,middle,5
84224,Ex Nihilo,Blue Talisman,Georgywood,middle,6
84224,Ex Nihilo,Blue Talisman,Musk,base,7
84224,Ex Nihilo,Blue Talisman,Ambrofix™,base,8
84224,Ex Nihilo,Blue Talisman,Akigalawood,base,9
84224,Ex Nihilo,Blue Talisman,Cedar,base,10
39761,Lush,29 High Street,Floral Fruity Notes,flat,1
39761,Lush,29 High Street,Sweet Notes,flat,2
39761,Lush,29 High Street,Honey,flat,3
39761,Lush,29 High Street,Green Notes,flat,4
39761,Lush,29 High Street,Caramel,flat,5
70985,Maison Martin Margiela,When the Rain Stops,Green Notes,top,1
70985,Maison Martin Margiela,When the Rain Stops,Bergamot,top,2
70985,Maison Martin Margiela,When the Rain Stops,Pink Pepper,top,3
70985,Maison Martin Margiela,When the Rain Stops,Watery Notes,middle,4
70985,Maison Martin Margiela,When the Rain Stops,Rain Notes,middle,5
70985,Maison Martin Margiela,When the Rain Stops,Turkish Rose,middle,6
70985,Maison Martin Margiela,When the Rain Stops,Jasmine,middle,7
70985,Maison Martin Margiela,When the Rain Stops,Pine Tree,base,8
70985,Maison Martin Margiela,When the Rain Stops,Moss,base,9
70985,Maison Martin Margiela,When the Rain Stops,Patchouli,base,10
52180,Versace,Eros Flame,Mandarin Orange,top,1
52180,Versace,Eros Flame,Madagascar Pepper,top,2
52180,Versace,Eros Flame,Lemon,top,3
52180,Versace,Eros Flame,Chinotto,top,4
52180,Versace,Eros Flame,Rosemary,top,5
52180,Versace,Eros Flame,Geranium,middle,6
52180,Versace,Eros Flame,Rose,middle,7
52180,Versace,Eros Flame,Pepperwood™,middle,8
52180,Versace,Eros Flame,Vanilla,base,9
52180,Versace,Eros Flame,Tonka Bean,base,10
52180,Versace,Eros Flame,Sandalwood,base,11
52180,Versace,Eros Flame,Texas Cedar,base,12
52180,Versace,Eros Flame,Patchouli,base,13
52180,Versace,Eros Flame,Oakmoss,base,14
72381,Stéphane Humbert Lucas 777,God of Fire,Mango,top,1
72381,Stéphane Humbert Lucas 777,God of Fire,Lemon,top,2
72381,Stéphane Humbert Lucas 777,God of Fire,Ginger,top,3
72381,Stéphane Humbert Lucas 777,God of Fire,Red Berries,top,4
72381,Stéphane Humbert Lucas 777,God of Fire,Coumarin,middle,5
72381,Stéphane Humbert Lucas 777,God of Fire,Jasmine,middle,6
72381,Stéphane Humbert Lucas 777,God of Fire,Cedar,middle,7
72381,Stéphane Humbert Lucas 777,God of Fire,Musk,base,8
72381,Stéphane Humbert Lucas 777,God of Fire,Agarwood (Oud),base,9
72381,Stéphane Humbert Lucas 777,God of Fire,Amber,base,10
72381,Stéphane Humbert Lucas 777,God of Fire,Cypriol Oil or Nagarmotha,base,11
485,Dolce&Gabbana,Light Blue,Sicilian Lemon,top,1
485,Dolce&Gabbana,Light Blue,Apple,top,2
485,Dolce&Gabbana,Light Blue,Cedar,top+base,3
485,Dolce&Gabbana,Light Blue,Bellflower,top,4
485,Dolce&Gabbana,Light Blue,Bamboo,middle,5
485,Dolce&Gabbana,Light Blue,Jasmine,middle,6
485,Dolce&Gabbana,Light Blue,White Rose,middle,7
485,Dolce&Gabbana,Light Blue,Musk,base,8
485,Dolce&Gabbana,Light Blue,Amber,base,9
116224,Nishane,Meant To Be Seen,Violet,top,1
116224,Nishane,Meant To Be Seen,Bergamot,top,2
116224,Nishane,Meant To Be Seen,Orris Root,middle,3
116224,Nishane,Meant To Be Seen,Moxalone,middle,4
116224,Nishane,Meant To Be Seen,Civettone,middle,5
116224,Nishane,Meant To Be Seen,Akigalawood,base,6
116224,Nishane,Meant To Be Seen,Sesame,base,7
116224,Nishane,Meant To Be Seen,Ambrettolide,base,8
116224,Nishane,Meant To Be Seen,Sandalwood,base,9
45711,Philosophy,Amazing Grace Ballet Rose,Litchi,top,1
45711,Philosophy,Amazing Grace Ballet Rose,Rose,middle,2
45711,Philosophy,Amazing Grace Ballet Rose,Peony,middle,3
45711,Philosophy,Amazing Grace Ballet Rose,White Musk,base,4
45711,Philosophy,Amazing Grace Ballet Rose,Woodsy Notes,base,5
103564,Maison Martin Margiela,Never-ending Summer,Bitter Orange,top,1
103564,Maison Martin Margiela,Never-ending Summer,Aperol,top,2
103564,Maison Martin Margiela,Never-ending Summer,Pepper,top,3
103564,Maison Martin Margiela,Never-ending Summer,Earl Grey Tea,middle,4
103564,Maison Martin Margiela,Never-ending Summer,Cardamom,middle,5
103564,Maison Martin Margiela,Never-ending Summer,Nutmeg,middle,6
103564,Maison Martin Margiela,Never-ending Summer,Vetiver,base,7
103564,Maison Martin Margiela,Never-ending Summer,Cedarwood,base,8
103564,Maison Martin Margiela,Never-ending Summer,Patchouli,base,9
103564,Maison Martin Margiela,Never-ending Summer,Cashmeran,base,10
103564,Maison Martin Margiela,Never-ending Summer,Peru Balsam,base,11
103564,Maison Martin Margiela,Never-ending Summer,Vanilla,base,12
63829,Banana Republic,Peony & Peppercorn,Pink Pepper,top,1
63829,Banana Republic,Peony & Peppercorn,Bergamot,top,2
63829,Banana Republic,Peony & Peppercorn,Pink Peony,middle,3
63829,Banana Republic,Peony & Peppercorn,Rose,middle,4
63829,Banana Republic,Peony & Peppercorn,Plum,middle,5
63829,Banana Republic,Peony & Peppercorn,Musk,base,6
63829,Banana Republic,Peony & Peppercorn,Cashmere Wood,base,7
69281,Bentley,Momentum Unbreakable Eau de Parfum,Violet Leaf,top,1
69281,Bentley,Momentum Unbreakable Eau de Parfum,Mandarin Orange,top,2
69281,Bentley,Momentum Unbreakable Eau de Parfum,Lavender,top,3
69281,Bentley,Momentum Unbreakable Eau de Parfum,Immortelle,middle,4
69281,Bentley,Momentum Unbreakable Eau de Parfum,Iris,middle,5
69281,Bentley,Momentum Unbreakable Eau de Parfum,Geranium,middle,6
69281,Bentley,Momentum Unbreakable Eau de Parfum,Vetiver,base,7
69281,Bentley,Momentum Unbreakable Eau de Parfum,Papyrus,base,8
69281,Bentley,Momentum Unbreakable Eau de Parfum,Patchouli,base,9
89712,Jaguar,Jaguar Era Reloaded,Brazilian Orange,top,1
89712,Jaguar,Jaguar Era Reloaded,Sicilian Lemon,top,2
89712,Jaguar,Jaguar Era Reloaded,Pineapple,middle,3
89712,Jaguar,Jaguar Era Reloaded,Nutmeg,middle,4
89712,Jaguar,Jaguar Era Reloaded,Pink Pepper,middle,5
89712,Jaguar,Jaguar Era Reloaded,Jasmine,middle,6
89712,Jaguar,Jaguar Era Reloaded,Apple,middle,7
89712,Jaguar,Jaguar Era Reloaded,Peppermint,middle,8
89712,Jaguar,Jaguar Era Reloaded,Melon,middle,9
89712,Jaguar,Jaguar Era Reloaded,Amber Xtreme,base,10
89712,Jaguar,Jaguar Era Reloaded,Sandalwood,base,11
89712,Jaguar,Jaguar Era Reloaded,Tonka Bean,base,12
89712,Jaguar,Jaguar Era Reloaded,Vanilla,base,13
89712,Jaguar,Jaguar Era Reloaded,Caramel,base,14
89712,Jaguar,Jaguar Era Reloaded,Musk,base,15
89712,Jaguar,Jaguar Era Reloaded,Cedarwood,base,16
89712,Jaguar,Jaguar Era Reloaded,Amber,base,17
89712,Jaguar,Jaguar Era Reloaded,Patchouli,base,18
89712,Jaguar,Jaguar Era Reloaded,Labdanum,base,19
54785,Nishane,Ani,Ginger,top,1
54785,Nishane,Ani,Bergamot,top,2
54785,Nishane,Ani,Pink Pepper,top,3
54785,Nishane,Ani,Green Notes,top,4
54785,Nishane,Ani,Cardamom,middle,5
54785,Nishane,Ani,Black Currant,middle,6
54785,Nishane,Ani,Turkish Rose,middle,7
54785,Nishane,Ani,Vanilla,base,8
54785,Nishane,Ani,Benzoin,base,9
54785,Nishane,Ani,Sandalwood,base,10
54785,Nishane,Ani,Cedar,base,11
54785,Nishane,Ani,Patchouli,base,12
54785,Nishane,Ani,Ambergris,base,13
54785,Nishane,Ani,Musk,base,14
47891,Maison Martin Margiela,Sailing Day,Sea Notes,top,1
47891,Maison Martin Margiela,Sailing Day,Aldehydes,top,2
47891,Maison Martin Margiela,Sailing Day,Coriander,top,3
47891,Maison Martin Margiela,Sailing Day,Red Pepper,top,4
47891,Maison Martin Margiela,Sailing Day,Juniper,middle,5
47891,Maison Martin Margiela,Sailing Day,Iris,middle,6
47891,Maison Martin Margiela,Sailing Day,Amyl Salicylate,middle,7
47891,Maison Martin Margiela,Sailing Day,Rose,middle,8
47891,Maison Martin Margiela,Sailing Day,Seaweed,base,9
47891,Maison Martin Margiela,Sailing Day,Ambergris,base,10
47891,Maison Martin Margiela,Sailing Day,Cedar,base,11
47891,Maison Martin Margiela,Sailing Day,Amberwood,base,12
48434,Chloé,Nomade,Mirabelle,top,1
48434,Chloé,Nomade,Bergamot,top,2
48434,Chloé,Nomade,Lemon,top,3
48434,Chloé,Nomade,Orange,top,4
48434,Chloé,Nomade,Freesia,middle,5
48434,Chloé,Nomade,Peach,middle,6
48434,Chloé,Nomade,Jasmine,middle,7
48434,Chloé,Nomade,Rose,middle,8
48434,Chloé,Nomade,Oakmoss,base,9
48434,Chloé,Nomade,Patchouli,base,10
48434,Chloé,Nomade,Amberwood,base,11
48434,Chloé,Nomade,White Musk,base,12
48434,Chloé,Nomade,Sandalwood,base,13
64092,Nishane,EGE / ΑΙΓΑΙΟ,Violet Leaves,top,1
64092,Nishane,EGE / ΑΙΓΑΙΟ,Yuzu,top,2
64092,Nishane,EGE / ΑΙΓΑΙΟ,Anise,top,3
64092,Nishane,EGE / ΑΙΓΑΙΟ,Basil,middle,4
64092,Nishane,EGE / ΑΙΓΑΙΟ,Mint,middle,5
64092,Nishane,EGE / ΑΙΓΑΙΟ,Cardamom,middle,6
64092,Nishane,EGE / ΑΙΓΑΙΟ,Licorice,base,7
64092,Nishane,EGE / ΑΙΓΑΙΟ,Olibanum,base,8
62372,Chloé,Chloé Rose Tangerine,Tangerine,top,1
62372,Chloé,Chloé Rose Tangerine,Black Currant,top,2
62372,Chloé,Chloé Rose Tangerine,Rose,middle,3
62372,Chloé,Chloé Rose Tangerine,Cedar,base,4
62372,Chloé,Chloé Rose Tangerine,White Amber,base,5
74739,Banana Republic,Velvet Pomegranate,Pomegranate,top,1
74739,Banana Republic,Velvet Pomegranate,Pear,top,2
74739,Banana Republic,Velvet Pomegranate,Rhubarb,top,3
74739,Banana Republic,Velvet Pomegranate,Calabrian bergamot,top,4
74739,Banana Republic,Velvet Pomegranate,Tuberose,middle,5
74739,Banana Republic,Velvet Pomegranate,Orange Blossom,middle,6
74739,Banana Republic,Velvet Pomegranate,Egyptian Jasmine,middle,7
74739,Banana Republic,Velvet Pomegranate,Bourbon Vanilla,base,8
74739,Banana Republic,Velvet Pomegranate,Indonesian Patchouli Leaf,base,9
74739,Banana Republic,Velvet Pomegranate,Musk,base,10
120743,Maison Martin Margiela,Up At Dawn,Earthy Notes,top,1
120743,Maison Martin Margiela,Up At Dawn,Pink Pepper,top,2
120743,Maison Martin Margiela,Up At Dawn,elemi,top,3
120743,Maison Martin Margiela,Up At Dawn,Rose,middle,4
120743,Maison Martin Margiela,Up At Dawn,Ambrette,middle,5
120743,Maison Martin Margiela,Up At Dawn,Orris,middle,6
120743,Maison Martin Margiela,Up At Dawn,Musk,base,7
120743,Maison Martin Margiela,Up At Dawn,Patchouli,base,8
120743,Maison Martin Margiela,Up At Dawn,Moss,base,9
120743,Maison Martin Margiela,Up At Dawn,Cashmeran,base,10
32523,Mercedes-Benz,Mercedes Benz Man,Pear,top,1
32523,Mercedes-Benz,Mercedes Benz Man,Ambrette (Musk Mallow),top,2
32523,Mercedes-Benz,Mercedes Benz Man,Cedar,middle,3
32523,Mercedes-Benz,Mercedes Benz Man,Geranium,middle,4
32523,Mercedes-Benz,Mercedes Benz Man,Oakmoss,base,5
32523,Mercedes-Benz,Mercedes Benz Man,Palisander Rosewood,base,6
49827,Replay,Replay Signature Secret,Bergamot,top,1
49827,Replay,Replay Signature Secret,Pear,top,2
49827,Replay,Replay Signature Secret,Petitgrain,top,3
49827,Replay,Replay Signature Secret,Freesia,middle,4
49827,Replay,Replay Signature Secret,Jasmine Sambac,middle,5
49827,Replay,Replay Signature Secret,Orange Blossom,middle,6
49827,Replay,Replay Signature Secret,White Musk,base,7
49827,Replay,Replay Signature Secret,Vanilla,base,8
49827,Replay,Replay Signature Secret,Cashmere Wood,base,9
124051,Postes,From.Saint-Tropez,Orange,top,1
124051,Postes,From.Saint-Tropez,Sesame,middle,2
124051,Postes,From.Saint-Tropez,Mimosa,middle,3
124051,Postes,From.Saint-Tropez,Neroli,middle,4
124051,Postes,From.Saint-Tropez,Musk,base,5
124051,Postes,From.Saint-Tropez,Vanilla,base,6
124051,Postes,From.Saint-Tropez,Amber,base,7
46300,Mancera,Musky Garden,Cranberry,top,1
46300,Mancera,Musky Garden,White Peach,top,2
46300,Mancera,Musky Garden,Citruses,top,3
46300,Mancera,Musky Garden,Bulgarian Rose,middle,4
46300,Mancera,Musky Garden,Iris,middle,5
46300,Mancera,Musky Garden,Patchouli Leaf,middle,6
46300,Mancera,Musky Garden,Indian Jasmine,middle,7
46300,Mancera,Musky Garden,White Musk,base,8
46300,Mancera,Musky Garden,Raspberry,base,9
46300,Mancera,Musky Garden,Blackberry,base,10
46300,Mancera,Musky Garden,Amber,base,11
21547,Versace,Bright Crystal Absolu,Pomegranate,top,1
21547,Versace,Bright Crystal Absolu,Yuzu,top,2
21547,Versace,Bright Crystal Absolu,Water Notes,top,3
21547,Versace,Bright Crystal Absolu,Peony,middle,4
21547,Versace,Bright Crystal Absolu,Raspberry,middle,5
21547,Versace,Bright Crystal Absolu,Lotus,middle,6
21547,Versace,Bright Crystal Absolu,Magnolia,middle,7
21547,Versace,Bright Crystal Absolu,Musk,base,8
21547,Versace,Bright Crystal Absolu,Mahogany,base,9
21547,Versace,Bright Crystal Absolu,Amber,base,10
104123,Clean,Strawberry Fields,Wild Strawberry,top,1
104123,Clean,Strawberry Fields,Linen,top,2
104123,Clean,Strawberry Fields,Jasmine,middle,3
104123,Clean,Strawberry Fields,Orchid,middle,4
104123,Clean,Strawberry Fields,White Musk,base,5
104123,Clean,Strawberry Fields,Amber,base,6
132011,Huxley,Port Breathe,Bergamot,top,1
132011,Huxley,Port Breathe,Lavender,top,2
132011,Huxley,Port Breathe,Mandarin,top,3
132011,Huxley,Port Breathe,Myrtle,top,4
132011,Huxley,Port Breathe,Lemon,top,5
132011,Huxley,Port Breathe,Bitter Orange,middle,6
132011,Huxley,Port Breathe,Jasmine Leaf,middle,7
132011,Huxley,Port Breathe,Neroli,middle,8
132011,Huxley,Port Breathe,Angelica Root,base,9
132011,Huxley,Port Breathe,Ambrette,base,10
132011,Huxley,Port Breathe,Amber,base,11
114281,Tenui,Bare,Juniper,top,1
114281,Tenui,Bare,Jasmine,middle,2
114281,Tenui,Bare,Tonka Bean,base,3
114281,Tenui,Bare,Cedarwood,base,4
114281,Tenui,Bare,Musk,base,5
114188,Kuoca,Wild Peach,Verbena,flat,1
114188,Kuoca,Wild Peach,Ho Wood,flat,2
114188,Kuoca,Wild Peach,Peach,flat,3
114188,Kuoca,Wild Peach,Peach Blossom,flat,4
114188,Kuoca,Wild Peach,Mint,flat,5
98469,Adidas,Happy Feels,Jasmine,flat,1
98469,Adidas,Happy Feels,Grapefruit,flat,2
98469,Adidas,Happy Feels,Pink Pepper,flat,3
